temp,atemp,hum,windspeed,season,yr,mnth,hr,weekday,weathersit
0.56,0.5303,0.94,0.194,4,0,10,4,5,1
0.22,0.2273,0.87,0.1642,1,1,1,2,2,2
0.26,0.2273,0.44,0.2985,4,1,11,10,6,2
0.32,0.303,0.45,0.2239,4,0,12,16,5,2
0.24,0.2879,0.87,0.0,4,0,11,3,0,1
0.64,0.6061,0.73,0.2239,3,1,9,21,5,1
0.38,0.3939,0.94,0.1045,4,1,12,5,1,2
0.24,0.197,0.3,0.4627,1,0,3,0,4,1
0.56,0.5303,0.94,0.0896,4,1,9,6,5,2
0.72,0.6818,0.66,0.1642,3,0,9,11,3,1
0.66,0.6212,0.65,0.194,3,1,7,0,4,1
0.3,0.3182,0.61,0.1045,1,0,1,19,1,1
0.32,0.303,0.61,0.2537,2,0,4,21,6,1
0.64,0.6061,0.69,0.2537,3,1,8,8,6,1
0.54,0.5152,0.68,0.1642,4,0,11,7,2,2
0.7,0.6364,0.39,0.4179,2,1,5,15,0,2
0.5,0.4848,0.77,0.2537,2,1,5,23,3,2
0.22,0.2121,0.37,0.2537,1,1,1,20,3,1
0.22,0.2727,0.69,0.0,1,1,1,9,4,2
0.54,0.5152,0.88,0.0,4,0,10,0,2,2
0.36,0.3485,0.4,0.194,4,0,12,17,2,1
0.72,0.6667,0.58,0.194,2,1,6,22,1,2
0.34,0.3182,0.39,0.2537,4,0,11,18,5,1
0.68,0.6364,0.74,0.1045,2,0,6,9,0,2
0.46,0.4545,0.55,0.1343,4,0,10,17,6,1
0.28,0.2424,0.93,0.4478,1,0,2,19,6,2
0.6,0.5455,0.88,0.2836,3,1,7,2,6,3
0.2,0.1667,0.4,0.4179,1,0,2,13,4,1
0.66,0.6212,0.69,0.0,3,0,8,2,3,1
0.8,0.7424,0.49,0.194,3,0,8,14,6,1
0.7,0.6667,0.74,0.2239,3,1,7,19,2,3
0.26,0.2424,0.52,0.2537,1,1,2,10,0,2
0.5,0.4848,0.31,0.2985,2,0,4,19,3,1
0.36,0.3333,0.43,0.2836,4,0,11,20,5,1
0.4,0.4091,0.43,0.2239,4,0,10,13,0,1
0.84,0.8182,0.56,0.1642,3,1,7,23,6,1
0.2,0.2273,0.69,0.0896,1,0,1,19,4,1
0.22,0.197,0.37,0.3881,1,0,1,13,5,1
0.64,0.5758,0.83,0.1642,3,1,6,7,6,1
0.34,0.3636,0.87,0.0,4,0,11,1,1,1
0.36,0.3333,0.66,0.2537,4,1,11,22,0,2
0.4,0.4091,0.37,0.3284,4,0,12,13,2,1
0.4,0.4091,0.71,0.1343,4,1,10,9,0,3
0.3,0.2727,0.42,0.4179,1,0,3,12,1,1
0.44,0.4394,0.67,0.1642,2,0,4,23,0,1
0.3,0.2727,0.36,0.4179,1,0,12,16,3,1
0.64,0.5758,0.89,0.0896,4,1,10,7,4,2
0.62,0.5455,0.94,0.0,4,0,9,7,1,2
0.5,0.4848,0.72,0.2836,4,0,11,18,2,2
0.7,0.6515,0.65,0.1343,3,1,7,3,2,1
0.7,0.6364,0.42,0.1642,2,1,6,19,5,1
0.62,0.6212,0.41,0.2239,2,0,5,15,1,1
0.62,0.6212,0.5,0.1343,1,1,3,12,4,2
0.44,0.4394,0.88,0.1343,2,0,4,0,3,1
0.32,0.2879,0.31,0.5224,1,0,2,17,6,1
0.46,0.4545,0.77,0.1045,2,1,5,5,5,1
0.3,0.3182,0.81,0.1045,1,1,1,10,0,1
0.84,0.8333,0.59,0.194,3,1,7,22,6,1
0.64,0.5606,0.94,0.2537,3,0,8,3,0,2
0.66,0.6212,0.61,0.2537,3,1,9,18,5,1
0.82,0.7424,0.41,0.3284,2,0,6,15,2,2
0.9,0.803,0.31,0.2985,3,0,8,13,1,1
0.74,0.697,0.7,0.0,3,1,8,9,5,1
0.32,0.3182,0.24,0.194,1,1,1,15,1,1
0.32,0.3333,0.57,0.0896,4,0,12,11,6,1
0.92,0.8939,0.42,0.2985,3,1,7,15,4,1
0.5,0.4848,0.77,0.0,3,1,9,4,5,1
0.9,0.8182,0.35,0.2985,3,1,7,11,4,1
0.32,0.303,0.57,0.2836,4,0,11,19,3,2
0.22,0.2727,0.69,0.0,1,1,12,8,1,1
0.44,0.4394,0.51,0.3284,1,0,3,19,3,2
0.68,0.6364,0.51,0.1343,3,0,6,23,5,1
0.44,0.4394,0.82,0.1642,2,1,4,3,0,2
0.68,0.6364,0.89,0.194,3,1,8,1,2,1
0.64,0.6212,0.41,0.2239,4,0,9,18,4,1
0.42,0.4242,0.54,0.1343,4,0,10,2,0,1
0.56,0.5303,0.6,0.0,4,0,10,18,1,1
0.36,0.3485,0.46,0.194,4,0,10,14,5,2
0.22,0.2121,0.87,0.2985,1,0,1,9,3,3
0.42,0.4242,0.82,0.194,2,0,4,21,2,2
0.66,0.6212,0.65,0.0,4,1,9,9,4,1
0.64,0.6212,0.31,0.194,2,1,5,19,4,1
0.4,0.4091,0.43,0.4179,2,1,4,18,3,3
0.3,0.2727,0.87,0.2985,4,1,11,11,2,3
0.42,0.4242,0.5,0.2239,4,1,10,14,3,2
0.2,0.1818,0.93,0.3582,1,0,1,17,3,3
0.6,0.5606,0.83,0.0,3,0,8,2,1,2
0.74,0.697,0.66,0.0896,3,0,7,2,0,1
0.86,0.7424,0.28,0.1642,3,0,7,11,0,1
0.26,0.2273,0.41,0.3284,1,1,1,16,4,1
0.5,0.4848,0.94,0.0,2,0,5,8,6,3
0.54,0.5152,0.81,0.4179,3,0,9,9,2,2
0.9,0.7879,0.27,0.1045,3,1,7,13,5,1
0.46,0.4545,0.44,0.1343,1,1,2,20,4,1
0.68,0.6364,0.69,0.3881,2,0,5,11,1,1
0.76,0.6818,0.45,0.3284,3,0,7,15,6,1
0.74,0.6667,0.51,0.3284,3,0,9,14,2,1
0.62,0.5909,0.73,0.1642,2,1,5,9,4,1
0.46,0.4545,0.55,0.2985,4,1,10,22,3,1
0.66,0.6212,0.5,0.1343,3,1,6,8,4,1
0.68,0.6364,0.79,0.1642,3,1,7,23,0,1
0.22,0.2727,0.69,0.0,1,1,12,0,1,1
0.6,0.6212,0.53,0.0,4,1,10,11,2,1
0.28,0.2879,0.81,0.1045,1,1,1,5,0,1
0.42,0.4242,0.94,0.1045,4,0,11,9,4,2
0.36,0.3333,0.21,0.4179,1,1,1,17,0,1
0.56,0.5303,0.83,0.1642,2,1,6,3,5,1
0.52,0.5,0.68,0.0,2,1,6,6,1,1
0.52,0.5,0.55,0.2239,2,1,4,19,0,1
0.24,0.2576,0.81,0.0896,1,1,2,5,6,1
0.32,0.303,0.66,0.2239,1,1,2,15,6,2
0.26,0.2576,0.65,0.194,1,1,1,10,5,1
0.64,0.6212,0.57,0.2537,3,1,9,21,6,1
0.24,0.2424,0.6,0.1343,1,0,1,11,2,2
0.7,0.6667,0.84,0.2239,3,0,8,2,0,2
0.32,0.3485,0.87,0.0,4,0,11,3,2,1
0.7,0.6515,0.65,0.2836,3,0,8,6,1,1
0.38,0.3939,0.66,0.0896,4,1,10,7,1,1
0.66,0.5909,0.94,0.1045,2,1,6,22,2,1
0.7,0.6515,0.65,0.2239,3,0,8,22,5,1
0.54,0.5152,0.64,0.194,2,0,4,14,2,2
0.38,0.3939,0.37,0.3582,1,0,2,1,1,1
0.42,0.4242,1.0,0.2985,1,0,2,14,1,3
0.68,0.6364,0.79,0.0,3,0,8,16,3,3
0.84,0.803,0.53,0.2836,3,0,7,12,1,1
0.7,0.6515,0.61,0.1045,3,1,7,8,3,1
0.58,0.5455,0.56,0.194,4,0,11,17,1,1
0.36,0.3636,0.81,0.0896,4,0,10,1,1,1
0.5,0.4848,0.82,0.1642,2,1,6,7,4,1
0.46,0.4545,0.63,0.2239,1,0,3,9,5,1
0.34,0.303,0.57,0.2985,2,1,4,23,3,1
0.4,0.4091,0.87,0.0,1,0,12,23,4,3
0.2,0.2576,0.75,0.0,1,1,1,8,4,2
0.78,0.6818,0.31,0.0896,3,1,7,15,3,1
0.38,0.3939,0.4,0.1642,4,0,10,12,5,2
0.64,0.6212,0.57,0.2985,3,1,9,10,0,1
0.54,0.5152,0.64,0.2836,2,0,3,16,1,2
0.26,0.2576,0.6,0.2239,1,0,2,6,0,1
0.22,0.197,0.35,0.3881,1,0,2,15,2,1
0.72,0.6515,0.42,0.194,3,0,7,18,4,1
0.46,0.4545,0.82,0.2836,1,1,3,7,2,2
0.84,0.7121,0.24,0.0,2,1,6,17,6,1
0.68,0.6364,0.65,0.1343,2,1,5,14,3,1
0.7,0.6667,0.84,0.1642,3,1,9,20,0,2
0.24,0.2273,0.6,0.194,4,1,12,8,4,1
0.46,0.4545,0.82,0.3284,2,1,4,1,0,2
0.36,0.3485,0.5,0.1642,4,1,11,19,6,1
0.6,0.6212,0.43,0.194,1,1,3,18,1,2
0.24,0.2121,0.87,0.3284,1,1,12,4,4,2
0.72,0.6515,0.42,0.0,2,0,5,14,6,1
0.66,0.6212,0.54,0.1343,3,0,8,2,4,1
0.2,0.2273,0.4,0.1045,1,1,1,19,3,2
0.74,0.697,0.7,0.0,3,1,9,11,0,2
0.7,0.6515,0.54,0.2239,3,0,7,6,3,1
0.8,0.697,0.27,0.0,3,0,8,12,5,1
0.52,0.5,0.29,0.2836,4,0,11,15,6,1
0.86,0.7879,0.41,0.0,3,0,6,15,2,1
0.28,0.303,0.61,0.0896,4,0,12,2,6,2
0.44,0.4394,0.88,0.2239,4,0,11,9,1,2
0.7,0.6667,0.84,0.0896,3,1,9,23,3,1
0.72,0.697,0.79,0.0,3,1,9,10,0,2
0.64,0.6061,0.73,0.1045,2,1,5,18,1,1
0.46,0.4545,0.38,0.1642,2,0,4,12,4,1
0.5,0.4848,0.42,0.3284,2,0,3,14,2,1
0.6,0.6212,0.43,0.5224,4,1,10,16,6,1
0.64,0.5758,0.89,0.2239,3,1,8,17,0,1
0.5,0.4848,0.82,0.2239,4,1,12,22,1,2
0.56,0.5303,0.64,0.0896,4,0,11,9,2,2
0.44,0.4394,0.88,0.2239,4,1,10,4,4,1
0.54,0.5152,0.77,0.0,3,0,8,6,3,1
0.74,0.697,0.7,0.2537,3,0,6,10,3,1
0.3,0.2424,0.7,0.5522,1,1,1,5,5,2
0.38,0.3939,0.4,0.1343,1,1,2,18,5,1
0.88,0.7727,0.3,0.2537,3,1,6,15,6,1
0.7,0.6515,0.61,0.0896,2,0,5,10,3,1
0.38,0.3939,0.43,0.2836,2,1,4,4,4,1
0.4,0.4091,0.62,0.194,4,0,10,0,6,1
0.6,0.5909,0.73,0.2537,2,0,6,8,0,2
0.56,0.5303,0.83,0.2239,3,1,9,23,2,2
0.42,0.4242,0.67,0.2537,1,0,3,8,5,1
0.54,0.5152,1.0,0.1045,3,0,9,8,3,2
0.24,0.2121,0.65,0.2836,4,1,11,7,3,1
0.86,0.803,0.47,0.0,2,0,5,11,2,1
0.44,0.4394,0.88,0.3582,4,1,10,22,0,3
0.76,0.6818,0.45,0.1343,3,1,7,11,5,2
0.76,0.7121,0.58,0.2239,3,1,7,16,2,1
0.32,0.303,0.45,0.2836,4,0,12,15,0,1
0.68,0.6364,0.51,0.2537,2,1,4,21,1,1
0.7,0.6667,0.74,0.2836,2,0,5,10,4,1
0.44,0.4394,0.67,0.4478,4,0,11,11,5,2
0.12,0.1212,0.3,0.2836,1,0,1,19,0,1
0.8,0.7273,0.46,0.2537,3,0,7,20,2,1
0.22,0.2273,0.51,0.1642,1,0,1,17,4,1
0.44,0.4394,0.38,0.2836,1,1,2,0,3,1
0.8,0.697,0.33,0.1045,3,1,8,12,4,1
0.42,0.4242,0.58,0.194,4,1,10,16,1,3
0.36,0.3485,0.46,0.1343,4,1,12,18,5,1
0.86,0.7424,0.28,0.2239,3,1,6,15,0,1
0.64,0.5606,0.94,0.194,3,0,9,0,5,3
0.5,0.4848,0.77,0.0896,4,1,10,4,3,1
0.2,0.197,0.34,0.2239,2,0,3,8,1,1
0.9,0.9242,0.53,0.2537,3,0,7,15,4,1
0.5,0.4848,0.88,0.0,4,0,10,20,3,1
0.56,0.5303,0.73,0.0896,2,1,3,1,6,1
0.38,0.3939,0.46,0.3284,4,1,12,18,2,1
0.6,0.5909,0.73,0.1642,2,1,6,0,5,1
0.84,0.7879,0.49,0.1642,3,0,7,20,0,1
0.68,0.6212,0.26,0.2836,2,0,6,19,5,1
0.5,0.4848,0.34,0.4179,2,0,4,14,3,1
0.26,0.2576,0.7,0.194,1,0,3,7,5,1
0.4,0.4091,0.82,0.0,4,0,10,20,1,3
0.7,0.6667,0.84,0.3284,3,0,8,21,6,2
0.44,0.4394,0.44,0.1642,4,1,10,19,6,1
0.3,0.2879,0.56,0.2239,4,1,11,23,2,1
0.3,0.303,0.42,0.1642,1,1,2,20,1,1
0.3,0.3182,0.56,0.0896,1,0,12,20,1,1
0.36,0.3333,0.46,0.3582,2,1,3,6,3,1
0.84,0.803,0.53,0.2985,3,0,7,15,0,1
0.66,0.6212,0.74,0.1045,2,1,6,2,1,1
0.8,0.7121,0.42,0.1642,3,1,7,13,3,2
0.68,0.6364,0.65,0.1642,3,0,9,17,5,2
0.4,0.4091,0.54,0.3881,2,0,4,7,6,1
0.2,0.2121,0.47,0.1642,1,0,1,16,1,2
0.18,0.197,0.74,0.1642,2,0,3,4,0,3
0.36,0.3485,0.87,0.194,4,0,11,5,0,1
0.68,0.6364,0.54,0.0896,3,1,6,1,0,2
0.24,0.2424,0.38,0.1642,1,0,1,15,5,1
0.28,0.2576,0.28,0.3881,2,0,3,9,2,1
0.34,0.303,0.39,0.3284,4,0,11,17,5,1
0.22,0.2576,0.93,0.0896,1,0,1,6,3,2
0.46,0.4545,0.36,0.194,1,1,1,14,5,1
0.52,0.5,0.52,0.1045,4,1,10,19,1,1
0.66,0.6212,0.69,0.1343,2,0,5,21,3,1
0.78,0.697,0.43,0.1343,3,1,7,20,1,1
0.18,0.2121,0.93,0.1045,1,0,1,11,5,3
0.44,0.4394,0.77,0.2985,1,0,1,15,6,2
0.34,0.3182,0.87,0.2836,1,1,1,7,4,2
0.22,0.2727,0.8,0.0,4,0,12,3,5,1
0.46,0.4545,0.88,0.2537,2,0,5,23,3,1
0.8,0.7273,0.46,0.2836,2,0,6,14,6,2
0.14,0.1515,0.69,0.1343,1,0,1,9,5,1
0.2,0.1515,0.8,0.5224,1,0,3,4,1,1
0.34,0.303,0.93,0.3582,1,0,2,9,5,3
0.36,0.3333,0.76,0.2537,4,0,10,20,0,2
0.6,0.5152,0.94,0.0896,4,0,9,3,3,2
0.18,0.2121,0.37,0.0896,1,1,1,22,0,1
0.64,0.6212,0.61,0.1642,3,0,7,23,5,1
0.5,0.4848,0.72,0.194,2,0,4,19,2,2
0.62,0.5606,0.88,0.0,3,0,9,0,0,1
0.42,0.4242,0.77,0.0896,2,1,4,22,3,2
0.44,0.4394,0.33,0.2985,2,0,4,13,0,1
0.24,0.2879,0.75,0.0,1,0,2,15,2,2
0.2,0.197,0.44,0.2537,1,1,3,1,2,1
0.76,0.7121,0.58,0.194,3,1,7,1,1,2
0.6,0.6212,0.49,0.194,2,0,6,0,2,1
0.36,0.3485,0.43,0.1642,2,1,4,2,6,1
0.6,0.5606,0.83,0.0,3,1,8,5,1,2
0.46,0.4545,0.14,0.4179,1,0,2,1,6,1
0.38,0.3939,0.62,0.2239,4,0,11,23,6,1
0.2,0.2273,0.69,0.1045,2,0,3,3,5,1
0.64,0.6212,0.47,0.194,2,1,6,10,6,1
0.18,0.2121,0.74,0.0896,1,0,1,20,6,1
0.16,0.1515,0.86,0.2239,1,0,1,17,2,2
0.38,0.3939,0.82,0.0896,2,0,4,4,5,1
0.42,0.4242,0.38,0.3582,1,1,1,16,2,1
0.16,0.2273,0.93,0.0,1,0,2,9,2,2
0.38,0.3939,0.43,0.194,4,1,11,19,3,1
0.36,0.3636,0.76,0.0896,4,1,10,3,5,1
0.64,0.6061,0.73,0.0,3,1,8,22,3,1
0.32,0.3485,0.93,0.0,4,0,11,4,1,1
0.52,0.5,0.52,0.2836,2,0,4,17,4,1
0.46,0.4545,0.59,0.1343,4,1,11,11,0,1
0.36,0.3333,0.66,0.2537,4,1,11,10,1,2
0.16,0.1818,0.59,0.1045,1,0,1,1,2,1
0.48,0.4697,0.82,0.2836,4,1,12,17,1,2
0.22,0.197,0.75,0.4478,1,0,2,21,1,3
0.52,0.5,0.83,0.0,3,1,9,4,4,1
0.26,0.2879,0.6,0.0896,1,1,1,3,6,1
0.74,0.697,0.66,0.1642,3,1,9,18,1,1
0.3,0.303,0.7,0.1343,2,0,3,14,4,2
0.66,0.5909,0.94,0.0,3,1,9,0,1,2
0.4,0.4091,0.4,0.3582,2,1,4,13,3,2
0.3,0.2727,0.45,0.2985,1,1,3,17,1,3
0.68,0.6364,0.65,0.0,3,1,8,9,3,1
0.44,0.4394,0.77,0.1343,4,1,12,10,1,1
0.3,0.2727,0.81,0.2985,2,1,4,6,1,2
0.3,0.303,0.56,0.1642,2,0,4,22,5,1
0.6,0.5606,0.83,0.2239,2,1,5,2,1,1
0.84,0.7576,0.44,0.0,3,0,6,13,2,1
0.26,0.2121,0.41,0.5821,1,1,12,10,0,1
0.46,0.4545,0.72,0.0896,2,0,5,3,0,1
0.7,0.6364,0.45,0.1045,3,1,8,20,6,1
0.64,0.6061,0.19,0.3284,2,1,4,16,0,1
0.6,0.5152,0.94,0.1045,3,0,9,23,3,1
0.74,0.697,0.66,0.2239,3,0,7,23,0,1
0.52,0.5,0.55,0.3881,1,0,2,21,4,1
0.42,0.4242,0.94,0.2985,2,1,3,3,0,3
0.68,0.6364,0.57,0.3582,2,0,5,19,2,1
0.72,0.6515,0.37,0.2239,2,1,6,14,6,1
0.7,0.6667,0.84,0.2836,3,0,8,15,0,1
0.54,0.5152,0.88,0.2836,3,0,9,21,2,3
0.7,0.6667,0.79,0.0896,3,0,7,5,2,1
0.18,0.2424,0.69,0.0,1,0,2,23,5,1
0.4,0.4091,0.76,0.1045,1,1,1,21,4,2
0.8,0.697,0.31,0.2239,3,1,7,17,3,1
0.54,0.5152,0.49,0.0896,4,0,11,13,1,1
0.38,0.3939,0.87,0.1045,4,1,12,1,1,2
0.3,0.3333,0.81,0.0,4,0,12,20,5,1
0.92,0.7727,0.18,0.2985,3,0,7,15,0,1
0.72,0.6818,0.62,0.5224,2,0,5,14,1,2
0.86,0.7576,0.34,0.194,3,1,7,11,2,1
0.26,0.2273,0.7,0.3284,1,1,1,0,2,2
0.7,0.6667,0.79,0.194,3,0,7,21,3,1
0.18,0.197,0.47,0.1343,1,0,1,19,0,1
0.4,0.4091,0.82,0.2836,1,1,2,15,3,2
0.28,0.2727,0.93,0.194,1,1,2,4,5,2
0.54,0.5152,0.83,0.1343,4,1,10,10,4,2
0.34,0.3333,0.36,0.1343,1,0,2,19,0,2
0.62,0.6061,0.65,0.1343,4,1,10,15,4,1
0.36,0.3788,0.87,0.0,1,0,12,8,4,2
0.18,0.2121,0.59,0.1045,4,0,12,5,0,1
0.62,0.5758,0.83,0.2836,4,0,10,20,4,1
0.66,0.6212,0.65,0.2239,3,1,7,3,3,1
0.4,0.4091,0.2,0.1343,2,0,3,17,2,1
0.56,0.5303,0.83,0.2836,2,0,4,21,6,2
0.36,0.3788,0.81,0.0,4,0,11,0,0,1
0.96,0.8636,0.3,0.2239,3,0,7,14,5,1
0.38,0.3939,0.62,0.0896,1,1,2,7,3,3
0.34,0.3636,0.42,0.0,4,1,12,12,3,2
0.7,0.6515,0.54,0.0,2,1,5,12,3,1
0.1,0.0606,0.39,0.4478,1,0,1,23,6,1
0.88,0.7576,0.29,0.0,3,0,7,13,6,1
0.48,0.4697,0.82,0.2537,2,1,3,1,1,1
0.24,0.2273,0.87,0.2239,1,1,2,4,6,3
0.54,0.5152,0.68,0.1045,3,0,9,19,0,2
0.44,0.4394,0.38,0.194,2,1,4,10,5,1
0.76,0.6667,0.31,0.1343,3,0,8,20,3,1
0.72,0.6667,0.48,0.0896,3,1,7,0,6,2
0.42,0.4242,0.38,0.2985,1,1,1,14,2,1
0.38,0.3939,0.87,0.2239,4,0,11,7,0,1
0.38,0.3939,0.4,0.2537,1,0,12,15,1,1
0.54,0.5152,0.88,0.0,1,1,3,3,2,2
0.18,0.2121,0.74,0.0896,1,0,1,21,4,1
0.52,0.5,0.77,0.194,2,1,5,10,1,2
0.36,0.3485,0.71,0.1642,4,0,10,6,5,1
0.34,0.3636,0.46,0.0,4,1,12,14,3,2
0.32,0.303,0.21,0.2239,1,0,2,13,2,1
0.54,0.5152,0.68,0.3284,4,0,11,3,2,2
0.68,0.6364,0.69,0.2537,2,0,6,11,5,1
0.92,0.8333,0.33,0.2985,3,1,7,16,0,1
0.24,0.2121,0.75,0.2985,4,0,10,5,0,1
0.14,0.1364,0.46,0.2239,1,0,1,14,1,2
0.7,0.6667,0.84,0.2537,3,1,9,0,2,2
0.76,0.6818,0.4,0.1045,3,1,7,12,5,2
0.52,0.5,0.23,0.4179,2,1,4,23,3,1
0.56,0.5303,0.83,0.2836,2,1,5,23,6,2
0.54,0.5152,0.56,0.194,3,0,8,5,2,1
0.44,0.4394,0.88,0.194,2,1,4,2,5,1
0.46,0.4545,0.94,0.194,2,0,4,4,1,1
0.72,0.6818,0.7,0.194,3,0,9,12,1,2
0.84,0.7576,0.44,0.2537,3,1,7,19,4,1
0.88,0.7576,0.28,0.194,3,1,7,12,2,1
0.66,0.6212,0.74,0.2985,2,0,5,21,6,1
0.46,0.4545,0.44,0.1642,2,1,5,2,5,1
0.4,0.4091,0.87,0.1045,4,0,10,1,2,2
0.48,0.4697,0.51,0.4478,4,0,10,16,4,2
0.3,0.2879,0.7,0.194,1,1,2,0,2,1
0.26,0.303,0.48,0.0,4,1,11,21,0,1
0.8,0.6818,0.24,0.4627,3,1,6,17,1,1
0.66,0.6212,0.74,0.194,3,0,6,8,1,1
0.44,0.4394,0.44,0.4179,1,0,3,6,6,1
0.26,0.2424,0.52,0.2836,4,0,12,10,6,2
0.62,0.5758,0.83,0.3582,3,1,8,21,6,1
0.56,0.5303,0.83,0.0,2,1,3,0,5,1
0.74,0.697,0.7,0.194,3,1,8,22,4,1
0.2,0.1667,0.47,0.4627,1,0,1,10,5,1
0.52,0.5,0.32,0.0896,4,1,10,14,4,1
0.16,0.1515,0.43,0.2537,1,0,2,22,2,1
0.7,0.6515,0.54,0.2239,3,0,6,7,3,1
0.6,0.5606,0.83,0.194,3,0,8,3,1,1
0.38,0.3939,0.82,0.1045,1,1,1,22,4,1
0.48,0.4697,0.77,0.0,2,1,6,5,3,1
0.84,0.7424,0.39,0.1343,3,1,7,19,0,1
0.24,0.2273,0.65,0.2239,1,1,2,8,5,1
0.36,0.3485,0.53,0.1642,4,0,12,19,1,2
0.66,0.6212,0.61,0.2836,2,0,4,9,3,1
0.56,0.5303,0.26,0.2537,2,1,4,16,5,1
0.24,0.2273,0.41,0.194,1,1,2,3,0,1
0.7,0.6515,0.54,0.0,2,0,6,17,1,1
0.4,0.4091,0.37,0.2985,4,1,11,11,1,1
0.72,0.6515,0.28,0.2985,3,0,8,18,1,1
0.52,0.5,0.77,0.1045,4,0,10,20,6,1
0.32,0.3485,0.57,0.0,2,0,3,0,3,2
0.44,0.4394,0.54,0.2537,1,1,2,22,4,1
0.7,0.6515,0.65,0.0,3,0,8,9,6,1
0.74,0.7273,0.84,0.2239,3,0,7,1,4,2
0.34,0.3333,0.53,0.1343,4,1,11,20,6,1
0.34,0.3485,0.57,0.1045,1,1,3,6,1,1
0.62,0.6061,0.61,0.1343,3,0,6,5,6,1
0.52,0.5,0.48,0.1045,2,1,5,0,6,1
0.28,0.2727,0.45,0.2537,2,0,3,20,6,2
0.92,0.8485,0.35,0.3582,3,1,7,15,3,3
0.72,0.6515,0.28,0.4627,3,1,6,15,2,1
0.36,0.3485,0.62,0.194,2,0,4,0,5,1
0.52,0.5,0.39,0.3582,2,1,3,15,4,1
0.68,0.6364,0.83,0.1343,3,0,8,1,1,1
0.32,0.3333,0.66,0.0896,2,1,4,4,2,1
0.52,0.5,0.55,0.3284,4,1,12,1,3,1
0.8,0.7424,0.49,0.6119,3,1,7,21,4,1
0.62,0.5909,0.73,0.1045,3,0,9,2,5,3
0.4,0.4091,0.37,0.1045,1,1,2,16,5,1
0.26,0.2727,0.7,0.1343,4,1,12,2,5,2
0.72,0.6515,0.42,0.1642,2,0,5,17,6,2
0.7,0.6515,0.65,0.1045,3,0,7,5,4,1
0.38,0.3939,0.5,0.2239,4,1,12,14,2,2
0.86,0.7424,0.3,0.2239,3,0,8,13,2,1
0.26,0.2424,0.81,0.2836,1,1,2,13,6,2
0.3,0.3182,0.75,0.1045,1,1,1,5,4,2
0.8,0.7424,0.52,0.3881,3,0,8,10,1,1
0.56,0.5303,0.4,0.0,4,1,10,14,6,1
0.4,0.4091,0.62,0.194,2,0,4,2,0,1
0.38,0.3939,0.62,0.2836,1,0,2,16,4,3
0.34,0.3485,0.76,0.1045,4,1,12,1,0,3
0.3,0.2879,0.87,0.2537,2,0,3,17,4,2
0.56,0.5303,0.37,0.194,4,0,10,16,2,1
0.7,0.6515,0.58,0.2537,2,0,5,17,0,1
0.66,0.6061,0.83,0.1343,3,1,7,6,2,1
0.32,0.2727,0.33,0.6119,1,1,3,18,0,1
0.22,0.2576,0.55,0.0896,1,0,1,19,4,1
0.74,0.7121,0.74,0.6418,3,0,8,17,0,3
0.64,0.6212,0.38,0.4925,2,1,6,11,1,1
0.22,0.2727,0.93,0.0,1,0,1,0,3,2
0.54,0.5152,0.6,0.3582,3,1,9,2,1,1
0.72,0.6667,0.51,0.194,3,0,7,16,5,1
0.78,0.7424,0.62,0.0,3,1,9,19,6,3
0.3,0.2727,0.87,0.2985,2,0,3,15,4,3
0.26,0.2727,0.65,0.1045,4,0,12,4,6,2
0.5,0.4848,0.42,0.2836,4,1,12,13,2,1
0.22,0.2727,0.8,0.0,4,0,12,6,5,1
0.44,0.4394,0.54,0.2239,2,0,4,2,6,2
0.58,0.5455,0.56,0.2836,4,0,10,15,2,1
0.68,0.6212,0.22,0.3582,2,1,4,16,2,1
0.54,0.5152,0.77,0.4627,3,0,9,16,4,2
0.34,0.3333,0.76,0.194,2,0,4,4,4,1
0.56,0.5303,0.52,0.1343,2,0,5,19,3,1
0.4,0.4091,0.87,0.1343,4,1,12,4,2,2
0.2,0.1515,0.8,0.5821,1,0,3,3,1,1
0.28,0.2576,0.52,0.2985,4,0,11,9,6,1
0.78,0.697,0.4,0.2836,3,1,7,16,1,1
0.6,0.6212,0.35,0.2836,2,0,5,13,6,1
0.48,0.4697,0.55,0.2537,4,1,10,9,2,1
0.76,0.697,0.55,0.2239,3,0,7,8,0,1
0.52,0.5,0.63,0.2537,3,1,9,3,3,2
0.9,0.7879,0.29,0.1045,3,0,7,17,6,1
0.5,0.4848,0.59,0.2985,4,1,10,7,0,2
0.34,0.3182,0.61,0.2239,4,0,10,20,5,3
0.5,0.4848,0.42,0.3881,2,0,4,2,4,1
0.34,0.3333,0.61,0.1343,1,1,3,8,1,1
0.58,0.5455,0.94,0.1642,3,0,9,6,6,1
0.34,0.3636,0.66,0.0,2,1,4,5,3,1
0.32,0.3333,0.57,0.1045,1,1,1,3,6,1
0.66,0.6061,0.83,0.2836,2,0,5,11,0,2
0.4,0.4091,0.5,0.1343,4,1,12,16,6,1
0.36,0.3485,0.29,0.0,1,1,2,15,0,1
0.44,0.4394,0.72,0.0,4,0,10,8,2,1
0.72,0.697,0.74,0.1642,3,0,6,6,4,1
0.32,0.3182,0.87,0.194,2,0,3,5,3,3
0.28,0.2424,0.56,0.4925,1,1,12,21,6,2
0.26,0.2121,0.33,0.4478,1,1,2,19,6,1
0.74,0.6818,0.62,0.1045,3,0,7,21,1,2
0.4,0.4091,0.5,0.194,2,1,4,7,1,1
